id,caseNumber,block,iucr,primaryType,description,locationDescription,arrest,domestic,beat,district,ward,communityArea,fbiCode,xCoordinate,yCoordinate,year,updatedOn,latitude,longitude,location,date
10565083,HZ312332,069XX S LOWE AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,true,false,732,7,6,68,26,1173167,1858801,2016,06/24/2016 03:51:41 PM,41.767973874,-87.640819029,"(41.767973874, -87.640819029)",2016-06-18T15:18:00.000Z
10565392,HZ312689,034XX W BERTEAU AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,1723,17,33,16,07,1152540,1927701,2016,06/24/2016 03:51:41 PM,41.957474205,-87.714606945,"(41.957474205, -87.714606945)",2016-06-18T15:30:00.000Z
10565250,HZ312498,022XX N HALSTED ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1812,18,43,7,11,1170579,1915124,2016,06/24/2016 03:51:41 PM,41.922585855,-87.648659333,"(41.922585855, -87.648659333)",2016-06-18T15:30:00.000Z
10565248,HZ312497,022XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1812,18,43,7,06,1171562,1915205,2016,06/24/2016 03:51:41 PM,41.922786529,-87.645045119,"(41.922786529, -87.645045119)",2016-06-18T15:30:00.000Z
10565098,HZ312345,023XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,true,false,1034,10,25,31,07,1160731,1888591,2016,06/24/2016 03:51:41 PM,41.849987061,-87.685579842,"(41.849987061, -87.685579842)",2016-06-18T15:30:00.000Z
10565433,HZ312719,054XX N RAVENSWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,2012,20,40,77,06,1163381,1936040,2016,06/24/2016 03:51:41 PM,41.980135064,-87.674516207,"(41.980135064, -87.674516207)",2016-06-18T15:45:00.000Z
10565147,HZ312404,028XX W NORTH AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,true,false,1421,14,1,24,04A,1157381,1910514,2016,06/24/2016 03:51:41 PM,41.910214574,-87.697278585,"(41.910214574, -87.697278585)",2016-06-18T15:49:00.000Z
10633883,HZ385485,098XX S BELL AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,2213,22,19,72,17,"","",2016,08/11/2016 03:53:07 PM,"","","",2016-06-19T04:00:00.000Z
10629471,HZ382451,026XX S CALIFORNIA AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,VACANT LOT/LAND,false,false,1033,10,12,30,02,"","",2016,08/08/2016 03:57:28 PM,"","","",2016-06-19T04:00:00.000Z
10565604,HZ313086,072XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,831,8,18,66,14,1155957,1856452,2016,06/25/2016 03:51:43 PM,41.76189078,-87.703964988,"(41.76189078, -87.703964988)",2016-06-19T04:00:00.000Z
10575172,HZ323397,021XX W DIVISION ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,false,false,1212,12,32,24,11,"","",2016,08/31/2016 03:51:21 PM,"","","",2016-06-19T04:01:00.000Z
10565462,HZ312707,001XX W 113TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,522,5,34,49,06,1177283,1830022,2016,06/25/2016 03:51:43 PM,41.688908652,-87.626598183,"(41.688908652, -87.626598183)",2016-06-19T04:01:00.000Z
10565451,HZ312709,052XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,2012,20,40,77,11,1165060,1935105,2016,06/25/2016 03:51:43 PM,41.97753379,-87.668368188,"(41.97753379, -87.668368188)",2016-06-19T04:01:00.000Z
10565154,HZ312447,023XX S WHIPPLE ST,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,true,false,1033,10,24,30,26,1156391,1888365,2016,06/25/2016 03:51:43 PM,41.849455621,-87.701514477,"(41.849455621, -87.701514477)",2016-06-19T04:03:00.000Z
10565117,HZ312377,060XX S TROY ST,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,true,false,823,8,16,66,24,1156423,1864313,2016,06/25/2016 03:51:43 PM,41.783453178,-87.702045543,"(41.783453178, -87.702045543)",2016-06-19T04:03:00.000Z
10565221,HZ312432,015XX W 71ST ST,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,VEHICLE NON-COMMERCIAL,true,false,734,7,17,67,15,1167509,1857650,2016,06/25/2016 03:51:43 PM,41.764938517,-87.661591151,"(41.764938517, -87.661591151)",2016-06-19T04:09:00.000Z
10565222,HZ312390,015XX N TALMAN AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,false,false,1423,14,26,24,04B,1158470,1910045,2016,06/25/2016 03:51:43 PM,41.90890537,-87.693290876,"(41.90890537, -87.693290876)",2016-06-19T04:10:00.000Z
10565125,HZ312359,073XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,733,7,17,68,14,1170912,1856254,2016,06/25/2016 03:51:43 PM,41.761034113,-87.649158884,"(41.761034113, -87.649158884)",2016-06-19T04:10:00.000Z
10565286,HZ312486,096XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,511,5,21,49,08B,1175986,1840936,2016,06/25/2016 03:51:43 PM,41.71888734,-87.631020586,"(41.71888734, -87.631020586)",2016-06-19T04:13:00.000Z
10565289,HZ312379,132XX S LANGLEY AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CHA PARKING LOT/GROUNDS,false,false,533,5,9,54,03,1183251,1817865,2016,06/25/2016 03:51:43 PM,41.655411665,-87.605125836,"(41.655411665, -87.605125836)",2016-06-19T04:20:00.000Z
10565140,HZ312395,011XX W CORNELIA AVE,2021,NARCOTICS,POSS: BARBITUATES,SIDEWALK,true,false,1924,19,44,6,18,1168094,1923396,2016,06/25/2016 03:51:43 PM,41.945338709,-87.657550379,"(41.945338709, -87.657550379)",2016-06-19T04:29:00.000Z
10566119,HZ313725,053XX W CHICAGO AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1524,15,37,25,08B,1140417,1904813,2016,06/25/2016 03:51:43 PM,41.894898651,-87.75973838,"(41.894898651, -87.75973838)",2016-06-19T04:30:00.000Z
10565731,HZ313077,004XX S CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1522,15,29,25,14,1139130,1897349,2016,06/25/2016 03:51:43 PM,41.874439992,-87.764646916,"(41.874439992, -87.764646916)",2016-06-19T04:30:00.000Z
10565581,HZ313001,033XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,211,2,4,35,14,1180990,1882653,2016,06/25/2016 03:51:43 PM,41.83324939,-87.611410066,"(41.83324939, -87.611410066)",2016-06-19T04:30:00.000Z
10565465,HZ312850,022XX N LINCOLN AVE,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1812,18,43,7,06,1171562,1915205,2016,06/25/2016 03:51:43 PM,41.922786529,-87.645045119,"(41.922786529, -87.645045119)",2016-06-19T04:45:00.000Z
10565220,HZ312391,015XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,CTA PLATFORM,false,false,1424,14,1,24,06,1162780,1910414,2016,06/25/2016 03:51:43 PM,41.90982859,-87.677447594,"(41.90982859, -87.677447594)",2016-06-19T04:45:00.000Z
10565218,HZ312448,022XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1414,14,35,22,08B,1157336,1914799,2016,06/25/2016 03:51:43 PM,41.921973868,-87.697327162,"(41.921973868, -87.697327162)",2016-06-19T04:45:00.000Z
10565196,HZ312410,002XX N WELLS ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,122,1,42,32,08B,1174694,1901831,2016,06/25/2016 03:51:43 PM,41.886018055,-87.633937881,"(41.886018055, -87.633937881)",2016-06-19T04:50:00.000Z
10565166,HZ312406,036XX W DOUGLAS BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,true,1011,10,24,29,04A,1152476,1893218,2016,06/25/2016 03:51:43 PM,41.862850968,-87.715755,"(41.862850968, -87.715755)",2016-06-19T04:55:00.000Z
10565152,HZ312402,035XX N HALSTED ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,1925,19,46,6,08A,1170298,1923600,2016,06/25/2016 03:51:43 PM,41.945850524,-87.649443378,"(41.945850524, -87.649443378)",2016-06-19T04:56:00.000Z
10569333,HZ317044,022XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1414,14,35,22,08B,1157336,1914799,2016,07/04/2016 03:55:03 PM,41.921973868,-87.697327162,"(41.921973868, -87.697327162)",2016-06-18T17:00:00.000Z
10565984,HZ313469,003XX W SCHILLER ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1821,18,43,8,06,1173872,1909700,2016,06/25/2016 03:51:43 PM,41.907629365,-87.636721791,"(41.907629365, -87.636721791)",2016-06-18T17:00:00.000Z
10565630,HZ313054,053XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,822,8,14,63,14,1154623,1868831,2016,06/25/2016 03:51:43 PM,41.795887304,-87.708524643,"(41.795887304, -87.708524643)",2016-06-18T17:00:00.000Z
10565541,HZ312965,070XX S CLAREMONT AVE,0810,THEFT,OVER $500,STREET,false,false,832,8,17,66,06,1161948,1858024,2016,06/25/2016 03:51:43 PM,41.766082193,-87.681963518,"(41.766082193, -87.681963518)",2016-06-18T17:00:00.000Z
10565479,HZ312879,007XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1925,19,44,6,06,1170832,1921475,2016,06/25/2016 03:51:43 PM,41.940007734,-87.647543084,"(41.940007734, -87.647543084)",2016-06-18T17:00:00.000Z
10565383,HZ312649,015XX S BLUE ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1233,12,2,28,14,1167919,1892403,2016,06/25/2016 03:51:43 PM,41.860295708,-87.659088972,"(41.860295708, -87.659088972)",2016-06-18T17:00:00.000Z
10565234,HZ312499,022XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1812,18,43,7,06,1171562,1915205,2016,06/25/2016 03:51:43 PM,41.922786529,-87.645045119,"(41.922786529, -87.645045119)",2016-06-18T17:00:00.000Z
10565201,HZ312411,0000X E 70TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,false,false,322,3,6,69,14,1177769,1858612,2016,06/25/2016 03:51:43 PM,41.767352322,-87.623956392,"(41.767352322, -87.623956392)",2016-06-18T17:00:00.000Z
10565225,HZ312442,068XX S ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,725,7,17,67,08B,1166855,1859276,2016,06/25/2016 03:51:43 PM,41.769414467,-87.66394187,"(41.769414467, -87.66394187)",2016-06-18T17:27:00.000Z
10567937,HZ315440,009XX W 59TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,712,7,16,68,07,1170883,1865705,2016,06/25/2016 03:51:43 PM,41.78696943,-87.648989537,"(41.78696943, -87.648989537)",2016-06-18T17:30:00.000Z
10565639,HZ313067,001XX W HURON ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,1832,18,42,8,06,1175159,1905043,2016,06/25/2016 03:51:43 PM,41.894821547,-87.632133928,"(41.894821547, -87.632133928)",2016-06-18T17:30:00.000Z
10565491,HZ312870,022XX W 18TH PL,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,false,false,1234,12,25,31,03,1161620,1891038,2016,06/25/2016 03:51:43 PM,41.856683429,-87.682248975,"(41.856683429, -87.682248975)",2016-06-18T17:30:00.000Z
10565384,HZ312607,020XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1221,12,1,24,06,1162746,1905337,2016,06/25/2016 03:51:43 PM,41.895897635,-87.677715036,"(41.895897635, -87.677715036)",2016-06-18T17:30:00.000Z
10565173,HZ312449,003XX S WASHTENAW AVE,0820,THEFT,$500 AND UNDER,OTHER,false,true,1125,11,28,27,06,1158431,1898440,2016,06/25/2016 03:51:43 PM,41.877061025,-87.693751926,"(41.877061025, -87.693751926)",2016-06-18T17:30:00.000Z
10565169,HZ312445,021XX N SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,1413,14,26,22,08B,1154166,1913940,2016,06/25/2016 03:51:43 PM,41.919680626,-87.708997662,"(41.919680626, -87.708997662)",2016-06-18T17:30:00.000Z
10565164,HZ312458,025XX S ARCHER AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,CTA STATION,false,false,913,9,11,60,03,1171319,1887608,2016,06/25/2016 03:51:43 PM,41.847063892,-87.64674925,"(41.847063892, -87.64674925)",2016-06-18T17:30:00.000Z
22563,HZ312450,000XX S SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1122,11,28,26,01A,1150396,1899641,2016,06/25/2016 03:51:43 PM,41.880517217,-87.723222927,"(41.880517217, -87.723222927)",2016-06-18T17:40:00.000Z
10571729,HZ318578,056XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,712,7,16,68,08B,1169614,1867380,2016,07/04/2016 03:55:03 PM,41.791593447,-87.653593819,"(41.791593447, -87.653593819)",2016-06-18T18:00:00.000Z
10566429,HZ314159,049XX S KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,815,8,23,57,08B,1149527,1871645,2016,06/25/2016 03:51:43 PM,41.803709463,-87.7271394,"(41.803709463, -87.7271394)",2016-06-18T18:00:00.000Z
10565794,HZ313341,079XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,835,8,18,70,08B,1159425,1851811,2016,06/25/2016 03:51:43 PM,41.749084835,-87.691381197,"(41.749084835, -87.691381197)",2016-06-18T18:00:00.000Z
10565295,HZ312566,037XX N LAWNDALE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1732,17,39,16,06,1151057,1924742,2016,06/25/2016 03:51:43 PM,41.949383746,-87.720136799,"(41.949383746, -87.720136799)",2016-06-18T18:00:00.000Z
10565655,HZ313150,036XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,212,2,4,36,06,1182233,1881257,2016,06/25/2016 03:51:43 PM,41.829389915,-87.606892634,"(41.829389915, -87.606892634)",2016-06-18T18:00:00.000Z
10565258,HZ312494,056XX W WEST END AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1512,15,29,25,06,1138898,1900915,2016,06/25/2016 03:51:43 PM,41.884229778,-87.765412092,"(41.884229778, -87.765412092)",2016-06-18T18:00:00.000Z
10565252,HZ312516,040XX W 26TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1013,10,22,30,06,1149594,1886411,2016,06/25/2016 03:51:43 PM,41.844228117,-87.726511186,"(41.844228117, -87.726511186)",2016-06-18T18:00:00.000Z
10565765,HZ313322,002XX W ONTARIO ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1831,18,42,8,03,1174469,1904439,2016,06/25/2016 03:51:43 PM,41.893179585,-87.634686145,"(41.893179585, -87.634686145)",2016-06-18T18:17:00.000Z
10565235,HZ312477,113XX S PEORIA ST,0560,ASSAULT,SIMPLE,STREET,true,false,2234,22,34,75,08A,1172346,1829729,2016,06/25/2016 03:51:43 PM,41.688214341,-87.644680898,"(41.688214341, -87.644680898)",2016-06-18T18:20:00.000Z
10566925,HZ314656,045XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,924,9,3,61,06,1167095,1874719,2016,06/25/2016 03:51:43 PM,41.81178679,-87.662620522,"(41.81178679, -87.662620522)",2016-06-18T18:30:00.000Z
10565294,HZ312507,030XX W LELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1713,17,33,14,08B,1155292,1931069,2016,06/25/2016 03:51:43 PM,41.966661233,-87.704398785,"(41.966661233, -87.704398785)",2016-06-18T18:30:00.000Z
10565271,HZ312484,073XX S YATES BLVD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,334,3,7,43,04B,1193476,1856857,2016,06/25/2016 03:51:43 PM,41.762166567,-87.566441838,"(41.762166567, -87.566441838)",2016-06-18T18:30:00.000Z
10571037,HZ318938,060XX S ARCHER AVE,0620,BURGLARY,UNLAWFUL ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,811,8,23,56,05,1138154,1868288,2016,06/27/2016 03:50:03 PM,41.794709819,-87.768931483,"(41.794709819, -87.768931483)",2016-06-18T19:00:00.000Z
10566452,HZ314056,052XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,231,2,3,40,14,1179817,1870292,2016,06/25/2016 03:51:43 PM,41.799356778,-87.616092546,"(41.799356778, -87.616092546)",2016-06-18T19:00:00.000Z
10565531,HZ312747,098XX S HOUSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,FACTORY/MANUFACTURING BUILDING,false,false,431,4,10,51,14,1198209,1840386,2016,06/25/2016 03:51:43 PM,41.716851794,-87.549644908,"(41.716851794, -87.549644908)",2016-06-18T19:00:00.000Z
10565400,HZ312587,049XX W ERIE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,1532,15,37,25,04A,1143395,1903865,2016,06/25/2016 03:51:43 PM,41.892242076,-87.748824572,"(41.892242076, -87.748824572)",2016-06-18T19:00:00.000Z
10565322,HZ312489,120XX S DOTY AVE W,0460,BATTERY,SIMPLE,OTHER,true,false,532,5,9,54,08B,1184123,1825118,2016,06/25/2016 03:51:43 PM,41.675294687,-87.601709868,"(41.675294687, -87.601709868)",2016-06-18T19:00:00.000Z
10565238,HZ312500,056XX N MASON AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE PORCH/HALLWAY,true,true,1622,16,45,11,26,1135559,1937133,2016,08/21/2016 03:51:24 PM,41.983675953,-87.776810167,"(41.983675953, -87.776810167)",2016-06-18T19:10:00.000Z
10565272,HZ312491,012XX N SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1422,14,26,23,14,1154143,1907899,2016,06/25/2016 03:51:43 PM,41.903104052,-87.709243668,"(41.903104052, -87.709243668)",2016-06-18T19:10:00.000Z
10565329,HZ312532,046XX W MONROE ST,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,false,1113,11,28,25,08A,1145456,1899161,2016,06/25/2016 03:51:43 PM,41.879294976,-87.741374478,"(41.879294976, -87.741374478)",2016-06-18T19:15:00.000Z
10565476,HZ312856,013XX N PARKSIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2531,25,29,25,14,1138426,1908412,2016,06/25/2016 03:51:43 PM,41.904811039,-87.76696363,"(41.904811039, -87.76696363)",2016-06-18T19:30:00.000Z
10565467,HZ312821,011XX N LA SALLE DR,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1824,18,43,8,06,1174931,1907935,2016,06/25/2016 03:51:43 PM,41.902762454,-87.632884581,"(41.902762454, -87.632884581)",2016-06-18T19:30:00.000Z
10565310,HZ312506,067XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,322,3,20,69,08B,1178753,1860469,2016,06/25/2016 03:51:43 PM,41.772425799,-87.62029321,"(41.772425799, -87.62029321)",2016-06-18T19:31:00.000Z
10565297,HZ312522,013XX N CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,1423,14,26,24,08B,1159499,1908730,2016,06/25/2016 03:51:43 PM,41.905275774,-87.689547062,"(41.905275774, -87.689547062)",2016-06-18T19:48:00.000Z
10565236,HZ312511,077XX S PHILLIPS AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,421,4,7,43,26,1193871,1854214,2016,06/25/2016 03:51:43 PM,41.754904299,-87.565080649,"(41.754904299, -87.565080649)",2016-06-18T19:56:00.000Z
10565379,HZ312520,062XX S MARSHFIELD AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,714,7,16,67,03,1166412,1863277,2016,06/25/2016 03:51:43 PM,41.780403178,-87.665451811,"(41.780403178, -87.665451811)",2016-06-18T19:58:00.000Z
10566944,HZ312529,068XX S WESTERN AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,832,8,17,66,04B,1161552,1859304,2016,06/25/2016 03:51:43 PM,41.769602915,-87.683379552,"(41.769602915, -87.683379552)",2016-06-18T20:00:00.000Z
10565637,HZ313123,001XX N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,122,1,42,32,11,1174701,1901579,2016,06/25/2016 03:51:43 PM,41.885326396,-87.633919718,"(41.885326396, -87.633919718)",2016-06-18T20:00:00.000Z
10565340,HZ312594,001XX E DELAWARE PL,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOTEL/MOTEL,false,false,1833,18,42,8,17,1177786,1906673,2016,06/25/2016 03:51:43 PM,41.899235024,-87.622436193,"(41.899235024, -87.622436193)",2016-06-18T20:00:00.000Z
10565306,HZ312523,009XX W 51ST ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,SIDEWALK,false,true,934,9,20,61,04B,1170844,1871012,2016,06/25/2016 03:51:43 PM,41.801533278,-87.648977629,"(41.801533278, -87.648977629)",2016-06-18T20:00:00.000Z
10565281,HZ312525,005XX E 130TH ST,0610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,false,false,533,5,9,54,05,1182215,1819214,2016,06/25/2016 03:51:43 PM,41.659137482,-87.608875108,"(41.659137482, -87.608875108)",2016-06-18T20:08:00.000Z
10565254,HZ312530,032XX N HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1924,19,44,6,14,1170360,1921560,2016,06/25/2016 03:51:43 PM,41.940251326,-87.649275328,"(41.940251326, -87.649275328)",2016-06-18T20:10:00.000Z
10565330,HZ312567,020XX N LAMON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2522,25,31,19,08B,1143370,1913072,2016,06/25/2016 03:51:43 PM,41.917507571,-87.748685931,"(41.917507571, -87.748685931)",2016-06-18T20:24:00.000Z
10566349,HZ313993,013XX W 109TH PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,2234,22,34,75,26,1169268,1832150,2016,06/25/2016 03:51:43 PM,41.694924933,-87.655879526,"(41.694924933, -87.655879526)",2016-06-18T20:30:00.000Z
10565309,HZ312550,052XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,923,9,14,63,14,1158929,1869762,2016,06/25/2016 03:51:43 PM,41.798355124,-87.692708752,"(41.798355124, -87.692708752)",2016-06-18T20:40:00.000Z
10565274,HZ312548,0000X E 87TH ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,632,6,6,44,08B,1178069,1847315,2016,06/25/2016 03:51:43 PM,41.736345248,-87.623198545,"(41.736345248, -87.623198545)",2016-06-18T20:50:00.000Z
10575033,HZ323358,022XX N MAJOR AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,2515,25,37,19,08B,1138017,1914408,2016,06/27/2016 03:50:03 PM,41.921272161,-87.768320937,"(41.921272161, -87.768320937)",2016-06-18T21:00:00.000Z
10565430,HZ312716,013XX N LAWNDALE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2535,25,26,23,06,1151463,1908567,2016,06/25/2016 03:51:43 PM,41.904990188,-87.719070334,"(41.904990188, -87.719070334)",2016-06-18T21:00:00.000Z
10565424,HZ312701,041XX W 16TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1012,10,24,29,14,1149193,1891729,2016,06/25/2016 03:51:43 PM,41.858829145,-87.727845189,"(41.858829145, -87.727845189)",2016-06-18T21:00:00.000Z
10565358,HZ312591,034XX W FLOURNOY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1133,11,24,27,08B,1153620,1896821,2016,06/25/2016 03:51:43 PM,41.872715337,-87.711459659,"(41.872715337, -87.711459659)",2016-06-18T21:15:00.000Z
10565333,HZ312581,043XX N CLARENDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1915,19,46,3,08B,1170129,1929242,2016,06/25/2016 03:51:43 PM,41.961336068,-87.64989918,"(41.961336068, -87.64989918)",2016-06-18T21:30:00.000Z
10565298,HZ312564,001XX N KILBOURN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1113,11,28,26,03,1146373,1900236,2016,06/25/2016 03:51:43 PM,41.882227496,-87.737979987,"(41.882227496, -87.737979987)",2016-06-18T21:40:00.000Z
10566371,HZ314088,044XX N MERRIMAC AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,1622,16,38,15,14,1133885,1928909,2016,06/25/2016 03:51:43 PM,41.9611382,-87.783161204,"(41.9611382, -87.783161204)",2016-06-18T21:45:00.000Z
10565397,HZ312577,012XX N WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,true,false,1424,14,1,24,14,1163505,1908204,2016,06/25/2016 03:51:43 PM,41.903748949,-87.674846573,"(41.903748949, -87.674846573)",2016-06-18T21:55:00.000Z
10565593,HZ313034,035XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,212,2,4,36,14,1181307,1881665,2016,06/25/2016 03:51:43 PM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)",2016-06-18T22:00:00.000Z
10565417,HZ312628,060XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,311,3,20,40,08B,1178632,1865035,2016,06/25/2016 03:51:43 PM,41.78495812,-87.620598031,"(41.78495812, -87.620598031)",2016-06-18T22:00:00.000Z
10565381,HZ312613,053XX W FLOURNOY ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,VEHICLE NON-COMMERCIAL,false,false,1522,15,29,25,02,1140974,1896440,2016,06/25/2016 03:51:43 PM,41.871911851,-87.757898842,"(41.871911851, -87.757898842)",2016-06-18T22:00:00.000Z
10565369,HZ312589,072XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,831,8,18,66,08B,1159292,1856578,2016,06/25/2016 03:51:43 PM,41.762168935,-87.691738292,"(41.762168935, -87.691738292)",2016-06-18T22:00:00.000Z
10565313,HZ312569,011XX S RICHMOND ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1135,11,28,29,06,1156862,1895033,2016,06/25/2016 03:51:43 PM,41.867743811,-87.699605209,"(41.867743811, -87.699605209)",2016-06-18T22:00:00.000Z
